name,Fold_change,log2FC,Pvalue,VIP,regulated
Pteroside B,0.581829756,-0.781331014,0.000115377,1.522089146,unchanged
Isolimonic acid,0.581529296,-0.782076221,0.163903365,0.658964109,unchanged
"TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))",0.580347554,-0.785010946,0.027606312,1.021056346,unchanged
Leukotriene C4,0.580104573,-0.785615102,0.000497066,1.491402312,unchanged
2'-O-Methylglabridin,0.580054717,-0.785739099,3.93E-05,1.650096415,unchanged
"5,8,12-Trihydroxy-9-octadecenoic acid",0.578614979,-0.789324424,0.298485392,0.548794279,unchanged
"DG(18:3(6Z,9Z,12Z)/18:0/0:0)",0.577543841,-0.79199763,0.000548567,1.505431189,unchanged
Tragopogonsaponin A,0.577155563,-0.792967868,0.008368283,1.229045241,unchanged
heparan sulfate alpha-D-glucosaminide,0.576929604,-0.7935328,0.008490471,1.170192914,unchanged
Ganoderiol B,0.576426139,-0.794792337,0.01615208,1.116513794,unchanged
"TG(14:1(9Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.574458986,-0.7997242,0.231680354,0.570124916,unchanged
PS(14:0/18:1(9Z)),0.574118385,-0.800579839,0.218103927,0.629366147,unchanged
28-Homobrassinolide,0.573743214,-0.801522911,0.000711937,1.51417899,unchanged
"5,6-Epoxy-8,11,14-eicosatrienoic acid",0.573691723,-0.801652391,0.050400251,0.893143674,unchanged
DG(18:2n6/0:0/22:5n6),0.573622336,-0.801826894,0.291114297,0.553796576,unchanged
"PA(16:0/18:2(9Z,12Z))",0.573551017,-0.802006275,2.45E-07,1.757174227,unchanged
"3,5,9-Trihydroxyergost-7-en-6-one",0.572440232,-0.804803025,0.003477932,1.305679747,unchanged
(S)-[8]-Gingerol,0.571626129,-0.806856233,0.005928924,1.245795615,unchanged
"(7b,10a)-3-Hydroxy-1,3,5-cadinatrien-9-one",0.571569541,-0.806999058,7.01E-05,1.65531983,unchanged
Dezocine,0.571431479,-0.807347582,0.033636261,0.986499872,unchanged
Erucamide,0.571172757,-0.808000926,0.084118745,0.865644211,unchanged
Cucurbitaxanthin A,0.570981916,-0.808483042,0.026232379,1.044640205,unchanged
Methyl (Z)-3-hexenoate,0.567612573,-0.81702155,0.002504311,1.389085342,unchanged
15-Deacetylneosolaniol,0.567584105,-0.817093906,1.21E-06,1.781057556,unchanged
trans-Geranylgeranylbixin,0.566618311,-0.81955087,0.014045933,1.107055003,unchanged
Armillane,0.56637514,-0.820170154,0.000418383,1.443915505,unchanged
Deacetylnomilin,0.565859683,-0.821483743,0.28736475,0.460239447,unchanged
Dynorphin B (6-9),0.563214409,-0.828243851,0.044563991,0.972460292,unchanged
Austalide L,0.562441569,-0.83022487,0.264508947,0.559342621,unchanged
3alpha-Hydroxy-5alpha-androstan-17-one (Androsterone),0.562427798,-0.830260193,0.006550424,1.278975001,unchanged
Spirolide A,0.56180203,-0.831866257,0.000115061,1.647719853,unchanged
"(3b,7b,22x)-Cucurbita-5,24-diene-3,7,23-triol 7-glucoside",0.560834591,-0.834352761,7.05E-06,1.721497669,unchanged
Talaromycin A,0.560689886,-0.834725049,2.34E-06,1.707773662,unchanged
PE(15:0/P-18:1(11Z)),0.56044255,-0.835361601,0.027673401,1.016716173,unchanged
Gymnodimine,0.557939794,-0.841818642,0.000166238,1.577898878,unchanged
Fludrocortisone,0.557635091,-0.842606746,0.00044368,1.508345243,unchanged
Nandrolone,0.557568607,-0.842778759,0.025105858,1.02584306,unchanged
"3,4-Dimethyl-5-pentyl-2-furanundecanoic acid",0.557327253,-0.843403392,9.24E-06,1.640023098,unchanged
Jasmonic acid,0.556837846,-0.844670826,0.002954778,1.265329516,unchanged
"MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",0.556779053,-0.844823159,3.06E-06,1.711567944,unchanged
Angiotensin II,0.555300713,-0.848658845,0.079457463,0.814868184,unchanged
"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(Galactosyl-alpha-1-6-Galactosyl-beta-1)-glycerol",0.553961069,-0.852143504,0.000984302,1.473946882,unchanged
L-a-glutamyl-L-Lysine,0.553654518,-0.852942083,0.034779265,0.956512381,unchanged
Fusidic Acid,0.553567443,-0.853169,0.005566969,1.234451414,unchanged
"2,4-Heptadecanedione",0.55212769,-0.85692614,0.400190371,0.37973753,unchanged
Liquoric acid,0.552037164,-0.857162701,0.000347312,1.549352724,unchanged
1-Hexanethiol,0.551997412,-0.857266591,0.00138138,1.320677533,unchanged
Eremopetasin sulfoxide,0.55189158,-0.857543219,0.01053529,1.152733656,unchanged
APC,0.551701753,-0.858039531,0.015131085,1.113905305,unchanged
"(2S,4S)-Pinnatanine",0.551627786,-0.858232965,0.019026739,1.098969539,unchanged
L-Glutamic acid 5-phosphate,0.549430296,-0.863991632,0.003140104,1.37074573,unchanged
Treprostinil,0.549326428,-0.864264394,0.477927622,0.3884159,unchanged
S-(2-Hydroxyethyl)glutathione,0.548907654,-0.865364637,0.00188696,1.341950499,unchanged
Lysyl-Glycine,0.548350942,-0.866828589,0.001411972,1.39138856,unchanged
Neuromedin N,0.54766557,-0.86863291,0.013612425,1.146717393,unchanged
N-Oleoyl phenylalanine,0.547560521,-0.868909663,0.013390964,1.189615345,unchanged
Furanodienone,0.547364451,-0.869426353,0.009100826,1.148877363,unchanged
Mycotoxin T 2,0.547219083,-0.869809554,0.05769503,0.943795448,unchanged
Acesulfame,0.546909891,-0.870624941,9.04E-06,1.753919993,unchanged
"3,5,5-Trimethyl-2-cyclohexen-1-one",0.54684398,-0.870798817,0.00011937,1.621778302,unchanged
DL-Phenylalanine,0.546799922,-0.870915059,0.060686405,0.898407207,unchanged
Cysteinyl-Isoleucine,0.546085741,-0.872800609,0.01441639,1.092914793,unchanged
N-Arachidonoyl tyrosine,0.543507815,-0.879627317,2.45E-06,1.70280461,unchanged
Fexofenadine,0.543231774,-0.880360229,0.000587012,1.390386467,unchanged
"MG(0:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",0.542077928,-0.883427831,0.025506328,1.036546396,unchanged
Isoleucyl-Arginine,0.542072066,-0.883443431,0.013722503,1.115497477,unchanged
7-Methylguanosine 5'-phosphate,0.54173964,-0.884328437,0.005504598,1.230253732,unchanged
7alpha-hydroxy-3-oxochol-4-en-24-oic Acid,0.540817313,-0.886786757,0.126056347,0.738031801,unchanged
O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-2-deoxy-D-Galactose,0.540289626,-0.888195112,0.006880885,1.22494355,unchanged
"2,4-Hexadienyl acetate",0.540286541,-0.888203351,4.14E-06,1.690238897,unchanged
6-Hydroxy-4-methoxy-3-(3-methyl-2-butenyl)-2-(2-phenylethenyl)benzoic acid,0.539924077,-0.889171543,0.004196347,1.281382825,unchanged
N-Lactoyl ethanolamine phosphate,0.539901233,-0.889232582,0.056483791,0.896548859,unchanged
Ganoderenic acid A,0.538981703,-0.891691798,0.000100185,1.578352475,unchanged
Betavulgaroside VI,0.538097904,-0.894059408,0.002078089,1.318958273,unchanged
(E)-3-(2-Methylpropylidene)-1(3H)-isobenzofuranone,0.537307907,-0.896179026,0.00378046,1.292621321,unchanged
Thioguanosine 5'-diphosphate,0.536221382,-0.899099345,0.003511852,1.270920904,unchanged
20-Deoxynarasin,0.535958299,-0.899807341,4.09E-05,1.656886867,unchanged
Soyasaponin II,0.535921462,-0.899906502,0.000111399,1.530216475,unchanged
Ginsenoside Rh7,0.535041125,-0.902278309,8.49E-07,1.753881437,unchanged
"PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.535023316,-0.902326331,0.157896383,0.71858187,unchanged
"(2b,3b)-Dihydroxy-30-nor-12,20(29)-oleanadiene-28-glucopyranosyloxy-23-oic acid 3-glucuronide",0.534261525,-0.90438197,0.042300879,0.893715309,unchanged
Ascorbyl palmitate,0.532158481,-0.91007214,0.000431775,1.430368007,unchanged
3-Oxododecanoic acid,0.532128158,-0.910154349,6.72E-06,1.660107483,unchanged
Hyperforin,0.531035146,-0.913120746,0.004912896,1.191319073,unchanged
Agavasaponin D,0.530101531,-0.915659388,0.017596939,1.128566351,unchanged
"4,6-Decadiyn-1-ol",0.529900959,-0.916205356,0.329248097,0,unchanged
"13,14-Dihydro-15-keto PGF2a",0.526701536,-0.924942428,0.076058723,0.812612116,unchanged
Citreoviridin A,0.525879271,-0.927196464,0.004498672,1.298565471,unchanged
Carbendazim,0.523422552,-0.933952009,3.89E-08,1.802032019,unchanged
Elaterinide,0.522907933,-0.935371138,0.000607689,1.41439223,unchanged
Neuromedin B (1-3),0.521791076,-0.938455826,0.001469759,1.334729112,unchanged
3-Hydroxy-2-(4-methylbenzoyl)-4H-1-benzopyran-4-one,0.520961575,-0.940751129,0.011936518,1.164864752,unchanged
Paromomycin,0.520386986,-0.942343212,0.008002796,1.208440639,unchanged
"3,7,8,15-Scirpenetetrol",0.519765077,-0.944068392,0.002290765,1.283117316,unchanged
Acetylpterosin C,0.519251056,-0.945495851,0.012779895,1.10477318,unchanged
Cephalexin,0.519211932,-0.945604558,0.430877923,0.418454014,unchanged
"TG(14:1(9Z)/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",0.519144094,-0.945793065,0.000242028,1.547533973,unchanged
Lansioside C,0.518522294,-0.947522076,0.003260334,1.261717329,unchanged
Yayoisaponin C,0.516922004,-0.95198148,0.026803555,1.079028347,unchanged
Perindopril,0.516385252,-0.953480297,0.001869003,1.300194487,unchanged
Saringosterol 3-glucoside,0.515953388,-0.954687359,3.20E-07,1.825506816,unchanged
Ganoderic acid Mf,0.515823491,-0.955050619,6.82E-05,1.640099167,unchanged
"All-trans-13,14-dihydroretinol",0.513455542,-0.96168873,0.029418551,1.028469217,unchanged
"(+)-4,11-Eudesmadien-3-one",0.513236376,-0.962304668,3.15E-07,1.776526065,unchanged
trans-Zeatin,0.513230286,-0.962321788,0.000442076,1.506880225,unchanged
Everolimus,0.513040562,-0.962855203,0.054378672,0.872573188,unchanged
Cholic acid glucuronide,0.51267268,-0.963890075,0.036411501,1.022081343,unchanged
Ganoderic acid delta,0.51177537,-0.966417379,0.043307875,0.943061137,unchanged
N-Acetylhistidine,0.511551022,-0.967049955,2.06E-09,1.840056891,unchanged
14-hydroxy-E4-neuroprostane,0.510880737,-0.968941554,0.06104127,0.860918974,unchanged
Fasciculol F,0.508204949,-0.97651767,0.009219274,1.17684019,unchanged
DG(18:2n6/0:0/18:4n3),0.507880619,-0.977438675,6.30E-08,1.782557942,unchanged
"1-Phenyl-1,3-heneicosanedione",0.507291576,-0.979112892,0.064824815,0.89231375,unchanged
Streptomycin,0.506800049,-0.980511432,0.031537786,0.998359907,unchanged
Enokipodin D,0.506544548,-0.981238944,0.00021452,1.514053071,unchanged
"7',8'-Dihydro-8'-hydroxyreticulataxanthin",0.50604054,-0.982675129,0.004604092,1.30875651,unchanged
Amikacin,0.505367257,-0.984595902,0.01177997,1.118905093,unchanged
"4,6-Tetracosanedione",0.504253927,-0.98777768,0.004976731,1.316690811,unchanged
Momordin I,0.504162955,-0.98803798,0.053085224,0.941596768,unchanged
15beta-Hydroxydesogestrel,0.503468342,-0.990027031,0.003892738,1.270401467,unchanged
Goshonoside F2,0.502246225,-0.993533279,0.0001424,1.588485207,unchanged
Glycylprolylhydroxyproline,0.501959008,-0.994358542,0.005292568,1.214004518,unchanged
Deacetylnomilinic acid,0.501952397,-0.994377543,0.072165517,0.830103383,unchanged
Canescein,0.501079596,-0.996888304,0.00302548,1.3657467,unchanged
4-(4-Hydroxyphenyl)-2-butanone glucoside,0.500982361,-0.997168285,0.019794618,1.015777414,unchanged
Physapruin B,0.500201697,-0.999418143,0.031394695,1.054439518,unchanged
Valproic acid glucuronide,0.497301175,-1.007808255,0.025578599,0.994798356,unchanged
Methionyl-Tryptophan,0.491389532,-1.02506097,0.032072333,0.974698052,unchanged
Cholic acid,0.49091913,-1.026442708,0.103111925,0.755752969,unchanged
Pravastatin,0.490537805,-1.027563767,0.080113577,0.803574017,unchanged
Raloxifene,0.487625608,-1.036154202,0.062345489,0.858603389,unchanged
"Methyl (3b,11x)-3-Hydroxy-8-oxo-6-eremophilen-12-oate",0.479329773,-1.060909541,0.042147687,0.920301569,unchanged
Sambacin,0.47570223,-1.071869308,0.106924818,0.807487591,unchanged
Flunisolide,0.475143184,-1.073565761,0.036115359,0.894113222,unchanged
Notoginsenoside R10,0.474258894,-1.076253266,0.103812453,0.825563181,unchanged
"4-formyl-4-methyl-5-cholesta-8,24-dien-3-ol",0.470067421,-1.0890604,0.048037069,0.92160483,unchanged
Physapubescin,0.466786915,-1.099163975,0.027884844,0.989402368,unchanged
Ganolucidic acid C,0.461780853,-1.114719739,0.05510097,0.887726472,unchanged
Cadralazine,0.461074012,-1.116929743,0.209296784,0.574327752,unchanged
"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",0.458468318,-1.125106054,0.16139009,0.696119265,unchanged
"1-Phenyl-1,3-hexadecanedione",0.454661693,-1.137134637,0.110295623,0.767675709,unchanged
Isoleucyl-Valine,0.453046841,-1.142267875,0.069688201,0.837306886,unchanged
"2,4,7-Decatrienoic acid",0.452986214,-1.142460951,0.080769123,0.825782732,unchanged
"9Z,12Z-Linoleic acid",0.45014315,-1.151544229,0.611490532,0.215839812,unchanged
Varanic acid,0.44892087,-1.155466927,0.156108119,0.663523102,unchanged
PE(16:1(9Z)/18:1(11Z)),0.444658978,-1.16922878,0.075642649,0.870214551,unchanged
Isoleucyl-Lysine,0.444122982,-1.170968867,0.298666554,0.523081302,unchanged
11-nor-9-carboxy-Delta(9)-tetrahydrocannabinol,0.438943631,-1.187892414,0.043219679,0.946010681,unchanged
Antibiotic SB 202742,0.437792822,-1.191679795,0.078600196,0.841197141,unchanged
(+)-Myrtenyl formate,0.434110733,-1.203865002,0.072038554,0.828677702,unchanged
3-Hydroxy-cis-5-tetradecenoylcarnitine,0.433977991,-1.204306217,0.084767797,0.870577904,unchanged
(R)-Pronuciferine,0.433963433,-1.204354614,0.050556569,0.876622096,unchanged
Neryl glucoside,0.432259563,-1.210030214,0.139295696,0.698248053,unchanged
Pentadecanoic acid,0.432017586,-1.210838053,0.404496152,0.408453002,unchanged
1-Formylneogrifolin,0.431057144,-1.214048959,0.147024307,0.665616419,unchanged
Melilotocarpan B,0.428590356,-1.222328708,0.06362563,0.856796109,unchanged
L-Urobilin,0.428431335,-1.222864094,0.484220885,0.363736165,unchanged
Merodesmosine,0.420161251,-1.250984979,0.093480283,0.794130363,unchanged
"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone-4'-O-glucuronide",0.419794737,-1.252244015,0.242055973,0.522414475,unchanged
Prunitrin,0.411571008,-1.280786735,0.085526535,0.859691735,unchanged
"3',4'-Di-O-methylquercetin",0.401067384,-1.318083449,0.098428088,0.820299736,unchanged
Ustiloxin D,0.399517978,-1.323667672,0.259244499,0.530914015,unchanged
Phosphoribosyl pyrophosphate,0.394439437,-1.342124293,0.164529381,0.677403774,unchanged
"(9S,10S)-10-hydroxy-9-(phosphonooxy)octadecanoate",0.38565525,-1.374616344,0.03735351,0.94223317,unchanged
LysoPE(0:0/15:0),0.381982487,-1.388421599,0.11802317,0.716853131,unchanged
Butyl glucosinolate,0.377926058,-1.403824101,0.066310083,0.85056912,unchanged
"9-peroxy-5Z,7E,11Z,14Z-eicosatetraenoate",0.377442413,-1.40567155,0.148082051,0.688206548,unchanged
xi-Anomuricine,0.376801544,-1.408123217,0.027808308,0.990654031,unchanged
Notoginsenoside T1,0.374492915,-1.416989669,0.087530887,0.867774569,unchanged
Licoricesaponin F3,0.373129402,-1.422252049,0.370805942,0.416722159,unchanged
3-hydroxydodecanoyl carnitine,0.37212111,-1.426155858,0.056844135,0.869852466,unchanged
Alginic acid,0.361730387,-1.467013299,0.268426328,0.536085202,unchanged
"Bis(4-methoxybenzoyl)-3a,29-dihydroxy-8-multifloren-7-one",0.350719935,-1.51160866,0.47364786,0.303358124,unchanged
Psychosine sulfate,0.340632088,-1.553713749,0.045887289,0.922762225,unchanged
Petasitenine,0.334285872,-1.580845711,0.239141567,0.610880954,unchanged
9-hydroxyoctadecanoic acid,0.333427473,-1.584555112,0.224912101,0.566284883,unchanged
"(6b,7b,13R)-6,7-Diacetoxy-8,14-labdadiene-13-ol",0.330186638,-1.598646356,0.247394631,0.578840667,unchanged
Bilirubin glucuronide,0.327914401,-1.608608835,0.031256234,0.9686575,unchanged
5'-Methoxy-O-desmethylangolensin,0.317452293,-1.655388298,0.296416283,0.499151791,unchanged
"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]",0.31220394,-1.67943935,0.043205837,0.967682893,unchanged
alpha-Ionol O-[arabinosyl-(1->6)-glucoside],0.310161109,-1.688910295,0.055969121,0.869520729,unchanged
4alpha-Formyl-5alpha-cholesta-8-en-3beta-ol,0.307959877,-1.699185695,0.49872391,0.345429813,unchanged
L-Aspartyl-4-phosphate,0.307879575,-1.699561934,0.04891498,0.910839625,unchanged
Isobutyl 10-undecenoate,0.303505934,-1.720203372,0.051477367,0.913835588,unchanged
Hydroxyprolyl-Threonine,0.296078562,-1.755948059,0.075317599,0.818048776,unchanged
Glucosylgalactosyl hydroxylysine,0.290348856,-1.784140746,0.074697616,0.827121704,unchanged
Quinquenoside III,0.289652338,-1.787605786,0.119994235,0.787702916,unchanged
N-Stearoyl tyrosine,0.2826445,-1.82293947,0.389616835,0.463294384,unchanged
8-iso-PGA1,0.258233771,-1.953250412,0.112203145,0.762286454,unchanged
xi-2-Hexyl-5-methyl-3(2H)-furanone,0.253566114,-1.979566137,0.04751168,0.993279858,unchanged
DHAP(18:0e),0.253150739,-1.981931396,0.118898338,0.714611847,unchanged
Calcitroic acid,0.243876313,-2.035778457,0.21209625,0.637595011,unchanged
dGDP,0.230019295,-2.120173209,0.063810675,0.890094144,unchanged
Propylene glycol mono- and diesters of fats and fatty acids,0.222047396,-2.171060441,0.11566747,0.793197539,unchanged
Biliverdin,0.210357234,-2.24908666,0.236007162,0.596966996,unchanged
10-Epijunenol,0.200625933,-2.317419996,0.288592602,0.514731958,unchanged
Pivampicillin,0.18901346,-2.403439124,0.357829062,0.456948576,unchanged
DG(22:5n6/0:0/22:6n3),0.168753705,-2.567008922,0.326019052,0.506058489,unchanged
10-Undecen-1-ol,0.165628116,-2.593980498,0.221388405,0.55681821,unchanged
"PE(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.151807167,-2.719688194,0.048175241,0.939435881,unchanged
"2,6 Dimethylheptanoyl carnitine",0.1431063,-2.804840912,0.043498606,0.965298479,unchanged
4-Methoxybenzyl glucoside,0.133786756,-2.901992793,0.105292231,0.823967901,unchanged
"PG(16:0/18:2(9Z,12Z))",0.129547875,-2.948442746,0.071775131,0.910332417,unchanged
"2',4,4'-Trihydroxy-6'-methoxy-3',5'-diprenylchalcone",0.128501155,-2.960146772,0.048665106,0.953423127,unchanged
6-Phosphonoglucono-D-lactone,0.103937314,-3.266214408,0.065706809,0.870374257,unchanged
Tyromycic acid,0.101687621,-3.297784027,0.39705608,0,unchanged
Ethylsuberenol,0.093980818,-3.411489858,0.085721018,0.863661595,unchanged
Jasmolone glucoside,0.082575152,-3.598148469,0.060206269,0.932523944,unchanged
"(6E,8E)-4,6,8-Megastigmatriene",0.079363698,-3.655376943,0.262468561,0.512290254,unchanged
Menthyl ethylene glycol carbonate,0.073321344,-3.769622951,0.055975667,0.978637934,unchanged
Menaquinol,0.068888654,-3.859589792,0.237254164,0.634136436,unchanged
"1alpha,3beta,22R-Trihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-[b-D-glucosyl-(1->2)-b-D-glucosyl] ester",0.067434455,-3.890370281,0.057064899,0.924607394,unchanged
AFN911,0.060919185,-4.036959551,0.166314091,0.698846869,unchanged
N-methyl arachidonoyl amine,0.050135595,-4.318020935,0.108540534,0.829942167,unchanged
"2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone",0.042738853,-4.548307986,0.262897172,0.603089927,unchanged
Moracin H,0.041642518,-4.585798893,0.056591393,0.976561246,unchanged
Dictyoquinazol A,0.040354576,-4.631123923,0.140509461,0.752242259,unchanged
Hydroxyhomodestruxin B,0.035771751,-4.805035437,0.296669404,0.56519684,unchanged
"DG(20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",0.030907326,-5.015907333,0.056214568,0.94354478,unchanged
Tetracosapentaenoic acid (24:5n-3),0.030849864,-5.018592052,0.088857073,0.80262517,unchanged
"DG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",0.02777442,-5.170099403,0.288756123,0.545341384,unchanged
Fistulosin,0.023689513,-5.39960762,0.33705302,0.501020751,unchanged
Stearidonyl carnitine,0.020574291,-5.603013487,0.056540793,0.908878076,unchanged
Leukotriene B4 ethanolamide,0.020260218,-5.625206476,0.329954407,0.530806119,unchanged
Glucosylsphingosine,0.017240408,-5.858062293,0.347582576,0.48896232,unchanged
"LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))",0.015800395,-5.983895528,0.346107792,0.514233545,unchanged
Abacavir,0.009479802,-6.720927408,0.063998349,0.938319199,unchanged
C.I. Natural Red 20,0.006022786,-7.375353203,0.165254782,0.685961693,unchanged
Oxyphenonium,0.005866301,-7.41333323,0.146739704,0.74101421,unchanged
Adrenoyl ethanolamide,0.005298741,-7.560134569,0.186655353,0,unchanged
Triterpenoid,0.004127224,-7.920612494,0.328052367,0.531971738,unchanged
Panaxynol,0.00104115,-9.907606777,0.347067886,0,unchanged
"1,3-Diacetoxy-4,6,12-tetradecatriene-8,10-diyne",744.1365903,9.53942365,0.000192266,1.674199648,up
Pheniramine,204.8780178,7.67862139,2.03E-07,1.883740706,up
Fumarycarnitine,111.8823746,6.805838969,1.65E-07,1.868697884,up
N1-(2-Methoxy-4-methylbenzyl)-n2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,51.61868007,5.689821346,2.01E-05,1.788094814,up
Inosine,45.05542491,5.493628919,0.03685592,1.0351182,up
