name,mND1,mND2,mND3,mND4,mND5,mND6,mND7,mND8,mND9,mHFD1,mHFD2,mHFD3,mHFD4,mHFD5,mHFD6,mHFD7,mHFD8,mHFD9
Smilagenin 3-[2''-glucosyl-6''-arabinosylglucoside],7.95E-06,8.21E-06,8.39E-06,4.89E-06,7.32E-06,6.23E-06,3.84E-06,2.91E-06,2.13E-06,2.64E-06,2.27E-06,1.65E-06,3.56E-06,2.98E-06,4.60E-06,4.73E-06,5.04E-06,3.06E-06
Nervonyl carnitine,8.66E-05,0.000130981,0.000236059,0.000434077,0.000524999,0.00065085,0.000796877,0.000816631,0.000990671,0.001141889,0.001165967,0.001342235,0.001534406,0.001584874,0.001413621,0.001878589,0.001880739,0.001922311
Thymine glycol,1.59E-06,1.51E-06,1.82E-06,1.55E-06,2.51E-06,2.04E-06,2.26E-06,1.09E-06,2.23E-06,1.56E-06,1.17E-06,1.68E-06,1.50E-06,1.56E-06,6.41E-07,2.55E-06,2.86E-06,1.86E-06
Carbetocin,0.000734088,0.000616176,0.000569876,0.000572615,0.000243515,0.00065191,0.000509438,0.001013169,0.000657789,0.000874592,0.000641985,0.00045072,0.00024722,0.00041467,0.000696252,0.000373794,0.000410629,0.000530013
Corchorosol A,1.56E-07,0,0,0,0,9.62E-08,0,0,0,0,0,0,0,0,0,0,0,0
Physalolactone,0.000151431,9.67E-05,0.000226502,0.000142502,0.000116164,0.00030418,0.000510872,0.000134322,0.000182094,0.000148819,0.000123832,7.63E-05,8.96E-05,9.81E-05,0.000120341,0.000116735,0.000233985,0.000115937
Clupanodonyl CoA,5.47E-06,7.20E-06,5.48E-06,3.82E-06,9.16E-06,6.06E-06,5.91E-06,4.33E-06,2.57E-06,6.22E-06,9.44E-06,3.48E-06,1.26E-06,7.17E-06,4.67E-06,2.97E-06,1.58E-06,5.49E-06
4-Hydroxyphenylpyruvic acid,9.13E-06,1.13E-05,1.07E-05,9.65E-06,1.54E-05,8.95E-06,1.08E-05,1.04E-05,1.73E-05,1.34E-05,1.31E-05,8.56E-06,9.48E-06,9.64E-06,9.45E-06,8.05E-06,1.00E-05,1.48E-05
3-Hydroxy-2H-pyran-2-one,5.77E-06,5.37E-06,8.29E-06,7.51E-06,7.93E-06,9.17E-06,1.01E-05,8.77E-06,1.00E-05,9.19E-06,7.52E-06,9.34E-06,8.62E-06,8.32E-06,6.88E-06,8.54E-06,8.49E-06,8.46E-06
Oxidized glutathione,7.69E-05,8.06E-05,0.000116396,0.000116623,0.000247002,7.05E-05,0.000117132,5.15E-05,5.07E-05,6.45E-05,0.000127058,0.000182544,6.78E-05,7.07E-05,8.23E-05,0.00013432,0.000135085,7.89E-05
Octadecanamide,4.75E-05,4.25E-05,4.70E-05,9.39E-05,9.52E-05,5.93E-05,4.38E-05,6.55E-05,7.27E-05,0.000133941,0.000106974,0.000126796,0.000112901,0.000164277,0.000177542,0.000128011,8.95E-05,0.000131689
"PE(20:0/20:4(8Z,11Z,14Z,17Z))",0.003718179,0.002756954,0.002959399,0.004424078,0.003811352,0.006961605,0.006089206,0.004435343,0.005214341,0.007682801,0.006312866,0.005995699,0.005734168,0.005704516,0.005053585,0.005703642,0.005166576,0.0044015
Camellioside C,2.77E-05,6.95E-05,8.17E-05,4.28E-05,2.76E-05,2.84E-05,4.05E-05,4.54E-05,1.80E-05,8.81E-06,6.94E-05,3.92E-05,1.44E-05,2.80E-05,4.08E-05,3.67E-05,4.64E-05,1.91E-05
5-Hydroxykynurenamine,1.31E-05,1.24E-05,1.49E-05,1.61E-05,1.63E-05,1.48E-05,1.59E-05,1.43E-05,1.49E-05,1.45E-05,1.31E-05,1.44E-05,1.53E-05,1.64E-05,1.22E-05,1.63E-05,1.79E-05,1.67E-05
Annoglaxin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canescein,5.50E-05,3.85E-05,5.07E-05,2.85E-05,3.03E-05,2.64E-05,2.98E-05,2.72E-05,1.73E-05,1.80E-05,1.36E-05,1.80E-05,1.45E-05,1.52E-05,1.74E-05,2.29E-05,1.55E-05,1.70E-05
Ganoderic acid Mc,4.20E-05,3.50E-05,5.88E-05,5.98E-05,5.37E-05,6.51E-05,7.96E-05,5.33E-05,5.19E-05,4.10E-05,3.99E-05,3.67E-05,2.68E-05,3.33E-05,3.62E-05,4.37E-05,4.41E-05,3.55E-05
Deoxyloganic acid,4.53E-05,4.29E-05,5.09E-05,6.30E-05,4.45E-05,4.45E-05,4.88E-05,6.49E-05,5.96E-05,1.31E-05,1.16E-05,1.18E-05,1.90E-05,1.80E-05,1.78E-05,1.11E-05,1.37E-05,1.91E-05
"Cholestane-3,7,12,25-tetrol-3-glucuronide",6.49E-05,5.43E-05,6.02E-05,5.03E-05,5.32E-05,5.15E-05,5.71E-05,5.47E-05,5.51E-05,3.92E-05,4.03E-05,4.24E-05,9.08E-05,7.80E-05,5.98E-05,8.68E-05,5.92E-05,5.62E-05
Cilazapril,6.65E-06,3.94E-06,8.19E-06,1.07E-05,5.76E-06,4.11E-06,1.71E-06,2.42E-06,2.57E-05,3.58E-06,1.05E-05,9.10E-07,2.41E-06,3.25E-06,7.26E-06,1.73E-05,2.52E-06,6.86E-07
"26-(2-Glucosyl-6-acetylglucosyl]-1,3,11,22-tetrahydroxyergosta-5,24-dien-26-oate",2.22E-05,2.24E-05,1.84E-05,2.25E-05,1.58E-05,1.96E-05,1.85E-05,2.16E-05,2.11E-05,2.16E-05,1.92E-05,2.02E-05,1.77E-05,2.01E-05,2.51E-05,2.18E-05,1.23E-05,1.34E-05
2-Hydroxy-4-methylbenzaldehyde,1.68E-06,1.23E-06,1.42E-06,1.55E-06,1.68E-06,1.44E-06,1.64E-06,2.60E-06,2.02E-06,1.05E-06,9.24E-07,1.27E-06,1.13E-06,1.16E-06,9.26E-07,1.79E-06,1.83E-06,9.67E-07
Tetradecanoylcarnitine,8.56E-06,9.61E-06,7.82E-06,1.50E-05,1.56E-05,9.34E-06,7.91E-06,8.30E-06,5.95E-06,3.39E-06,6.89E-06,2.48E-06,5.68E-06,7.19E-06,4.22E-06,2.85E-06,5.06E-06,4.29E-06
11'-Carboxy-gamma-chromanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclopassifloic acid B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urate radical,4.94E-06,7.05E-06,5.18E-06,6.86E-06,9.68E-06,4.59E-06,6.42E-06,4.16E-06,5.03E-06,9.01E-06,9.88E-06,8.93E-06,7.53E-06,1.02E-05,1.10E-05,6.81E-06,5.29E-06,1.04E-05
Adinazolam,4.70E-06,5.71E-06,4.14E-06,8.88E-06,1.50E-05,5.41E-06,4.40E-06,5.03E-06,5.26E-06,1.40E-05,7.10E-06,5.26E-06,9.45E-06,1.03E-05,8.13E-06,6.98E-06,8.93E-06,1.30E-05
DHAP(6:0),4.97E-06,9.96E-06,1.63E-05,2.58E-06,3.97E-06,1.22E-05,1.03E-05,2.40E-06,2.41E-06,2.96E-06,3.57E-06,3.61E-06,3.10E-06,5.51E-06,4.39E-06,8.44E-06,9.57E-06,4.82E-06
Norepinephrine sulfate,2.74E-05,2.61E-05,3.28E-05,2.54E-05,3.35E-05,2.86E-05,2.67E-05,2.32E-05,1.98E-05,2.93E-05,3.43E-05,2.00E-05,1.28E-05,3.07E-05,2.42E-05,2.09E-05,1.72E-05,2.53E-05
DIMBOA-Glc,1.19E-06,8.09E-05,9.58E-05,0.000215798,8.09E-06,0.000137231,1.33E-05,0.000178113,6.05E-06,2.16E-06,3.91E-06,4.77E-06,2.25E-05,5.82E-06,2.50E-06,1.12E-05,1.10E-05,2.92E-06
"3,7-Dihydroxy-25-methoxycucurbita-5,23-dien-19-al",1.66E-05,8.01E-06,4.42E-06,2.76E-07,7.89E-07,1.14E-05,3.51E-06,1.32E-06,1.42E-06,0,1.29E-06,0,3.56E-07,3.09E-07,1.35E-06,0,0,1.31E-06
Gypsogenin 3-O-b-D-glucuronide,7.31E-06,9.74E-06,5.52E-06,6.93E-06,3.18E-06,6.20E-06,6.73E-06,7.23E-06,5.92E-06,2.34E-05,2.11E-05,1.60E-05,1.20E-05,1.20E-05,1.65E-05,1.44E-05,1.65E-05,2.26E-05
2-(3-Hydroxyphenyl)ethanol 1'-glucoside,4.89E-07,1.79E-07,5.71E-07,9.31E-07,3.45E-07,0,0,1.93E-07,3.18E-07,7.74E-07,4.77E-07,6.28E-07,6.06E-07,4.49E-07,1.00E-07,6.93E-07,7.39E-07,4.77E-07
3-Hydroxy-1-phenyl-1-hexadecanone,5.45E-06,2.36E-06,6.19E-06,1.15E-05,8.87E-06,5.82E-06,5.28E-06,5.21E-06,5.28E-06,6.88E-06,1.33E-06,4.97E-06,2.08E-06,6.35E-06,4.50E-06,4.44E-06,2.73E-06,5.23E-06
10-Epijunenol,0,0,0,0,2.45E-07,0,0,1.39E-07,5.10E-09,0,0,7.82E-08,0,0,0,0,0,0
Antibiotic X 14889A,2.46E-05,2.20E-05,2.19E-05,3.16E-05,1.99E-05,2.42E-05,1.80E-05,2.16E-05,8.81E-06,4.73E-06,7.11E-06,3.88E-06,3.16E-06,2.54E-06,4.23E-06,3.27E-06,4.27E-06,3.12E-06
Crispolide,6.18E-05,6.85E-06,9.41E-06,8.25E-06,1.82E-05,2.32E-05,2.29E-05,2.35E-05,3.27E-05,2.13E-05,8.78E-06,2.16E-05,1.86E-05,1.68E-05,6.63E-06,2.96E-05,2.62E-05,2.77E-05
[8]-Paradol,5.16E-07,7.43E-07,5.89E-07,1.42E-06,1.71E-06,1.67E-06,7.85E-07,8.47E-07,1.20E-06,1.23E-06,8.05E-07,9.68E-07,8.87E-07,2.76E-07,5.90E-07,1.75E-06,9.04E-07,1.17E-06
Zoledronate,3.01E-05,2.56E-05,3.03E-05,2.91E-05,2.87E-05,2.88E-05,3.11E-05,2.55E-05,2.74E-05,2.73E-05,2.54E-05,2.80E-05,2.83E-05,2.82E-05,2.41E-05,3.01E-05,3.04E-05,2.86E-05
Clusin,4.76E-06,8.27E-06,9.47E-06,1.01E-05,6.29E-06,9.09E-06,4.11E-06,6.00E-06,2.59E-06,2.49E-06,1.18E-05,1.05E-05,4.73E-06,7.74E-06,5.73E-06,7.36E-07,3.52E-06,4.24E-06
PGF2a ethanolamide,1.08E-06,2.02E-06,7.52E-07,7.42E-06,7.25E-07,0,7.90E-07,0,3.09E-05,4.53E-06,1.14E-05,3.40E-07,6.30E-06,2.77E-07,5.71E-06,9.89E-06,2.27E-07,0
Momordicinin,1.46E-10,0,0,0,1.34E-09,0,0,0,0,4.56E-09,0,0,0,4.17E-08,0,3.47E-10,0,0
Azlocillin,1.35E-05,1.59E-05,1.84E-05,1.65E-05,4.03E-05,1.55E-05,1.85E-05,4.63E-06,5.26E-06,8.43E-06,1.90E-05,1.24E-05,4.59E-06,9.34E-06,1.27E-05,1.18E-05,1.04E-05,1.01E-05
Shyobunyl acetate,1.59E-06,8.12E-07,3.34E-07,5.49E-06,8.29E-06,1.40E-06,8.87E-07,2.32E-06,2.23E-06,0,0,0,0,0,0,0,0,0
Carbendazim,4.30E-06,4.79E-06,5.01E-06,5.14E-06,5.39E-06,5.33E-06,5.66E-06,5.49E-06,5.62E-06,3.21E-06,3.46E-06,1.95E-06,2.42E-06,2.89E-06,2.01E-06,3.28E-06,2.21E-06,3.03E-06
PC(18:1(11Z)/P-18:1(11Z)),0.078607503,0.067261978,0.074712154,0.049746616,0.037837653,0.029284094,0.027582836,0.022991273,0.021370871,0.018455937,0.017862436,0.018930437,0.020596033,0.016647924,0.01235089,0.01386735,0.013208199,0.01218351
Achyranthoside D,0.0001905,0.000157134,0.000244638,0.000181578,0.00015045,0.00028126,0.000391856,0.000173289,0.000213857,0.000171677,0.000156635,0.00011529,0.000124109,0.000133381,0.000145751,0.000148378,0.000212269,0.0001452
Gamma-Glutamyl Glutamine,6.11E-05,7.26E-05,6.13E-05,5.35E-05,8.53E-05,6.62E-05,8.55E-05,5.48E-05,8.25E-05,6.52E-05,5.53E-05,4.57E-05,4.41E-05,5.77E-05,5.25E-05,5.64E-05,5.39E-05,6.65E-05
"(S)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid 5-[glucosyl-(1->4)-b-D-glucoside]",3.50E-06,3.71E-06,5.03E-06,3.04E-06,5.99E-06,3.71E-06,3.12E-06,2.46E-06,1.88E-06,5.55E-06,7.82E-06,2.24E-06,7.09E-07,3.29E-06,3.00E-06,1.68E-06,1.24E-06,1.92E-06
Fludrocortisone,2.73E-05,2.89E-05,2.34E-05,1.58E-05,1.35E-05,1.96E-05,2.82E-05,2.10E-05,2.22E-05,1.07E-05,1.15E-05,1.24E-05,9.88E-06,1.38E-05,1.62E-05,1.15E-05,1.30E-05,1.26E-05
Salicin,2.36E-06,3.71E-06,1.81E-06,6.38E-06,1.32E-05,2.71E-06,1.60E-06,3.55E-06,3.02E-06,1.13E-05,3.27E-06,4.29E-06,7.14E-06,7.08E-06,4.35E-06,3.80E-06,7.04E-06,1.50E-05
Trioxsalen,4.76E-06,2.70E-06,4.70E-06,4.50E-06,6.72E-06,5.70E-06,5.33E-06,3.80E-06,3.79E-06,2.85E-06,4.65E-06,2.33E-06,2.47E-06,2.93E-06,2.91E-06,2.51E-06,2.58E-06,2.84E-06
Nitrosylsulfuric acid,0.000888138,0.000858707,0.000954757,0.000974376,0.000961636,0.000995302,0.001035967,0.000855617,0.00092088,0.000908395,0.00086968,0.00092821,0.00095144,0.000933641,0.000776047,0.001036021,0.001036975,0.001020735
Ketamine,0.00010266,9.94E-05,0.000119716,0.000110048,0.000113885,0.000109739,0.000107978,9.47E-05,9.81E-05,9.57E-05,9.11E-05,8.36E-05,0.000100709,9.36E-05,8.57E-05,0.000106652,0.000111698,0.000101098
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",1.03E-05,1.21E-05,8.25E-06,1.68E-05,1.31E-05,1.17E-05,1.18E-05,1.44E-05,9.93E-06,1.52E-05,1.43E-05,1.43E-05,1.22E-05,1.18E-05,1.43E-05,1.40E-05,1.24E-05,1.64E-05
Campesteryl p-coumarate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thioguanosine 5'-diphosphate,7.05E-06,9.50E-06,7.33E-06,7.64E-06,8.06E-06,5.36E-06,7.22E-06,5.12E-06,2.03E-06,1.35E-06,6.35E-06,2.20E-06,2.07E-06,3.80E-06,4.11E-06,3.67E-06,4.08E-06,4.19E-06
3-Ferulylpelargonidin 5-glucoside,1.47E-06,1.72E-06,1.91E-06,2.17E-06,9.77E-06,1.85E-06,1.74E-06,1.32E-06,2.16E-06,9.83E-06,5.02E-06,1.83E-06,7.92E-07,5.25E-06,3.28E-06,1.07E-06,2.47E-06,2.38E-06
Diadenosine diphosphate,2.49E-05,2.72E-05,1.96E-05,2.82E-05,4.73E-05,1.90E-05,1.33E-05,2.72E-05,2.62E-05,5.16E-05,7.62E-05,1.89E-05,2.23E-05,3.64E-05,2.96E-05,3.10E-05,2.13E-05,3.73E-05
"S-(9-deoxy-delta9,12-PGD2)-glutathione",1.43E-06,1.09E-06,5.58E-07,1.56E-06,5.64E-06,0,0,1.28E-06,2.11E-06,4.43E-06,1.06E-05,2.22E-07,4.44E-08,1.88E-06,9.30E-07,1.28E-06,5.49E-07,1.62E-06
"(+)-4,11-Eudesmadien-3-one",2.07E-05,2.28E-05,2.46E-05,2.59E-05,1.97E-05,2.13E-05,2.50E-05,2.32E-05,2.41E-05,8.96E-06,1.14E-05,8.45E-06,9.19E-06,1.04E-05,1.73E-05,1.15E-05,1.36E-05,1.55E-05
Phenylalanyl-Gamma-glutamate,0.000159843,0.000200679,0.000132715,0.00041838,0.000555698,0.000160611,8.68E-05,0.000300958,0.000162667,0.000446524,0.000383163,0.000308988,0.000197177,0.000599971,0.000693169,0.000228208,0.000167244,0.000384541
Hexyl dodecanoate,0.001819907,0.001385889,0.001435502,0.00147694,0.001546682,0.001646712,0.001406447,0.001279308,0.001317872,0.001325134,0.001099584,0.001502371,0.001477704,0.00134113,0.001166967,0.001724473,0.001728151,0.001286147
Ticagrelor,2.06E-05,1.53E-05,2.28E-05,1.96E-05,1.59E-05,2.42E-05,3.15E-05,1.60E-05,2.05E-05,1.81E-05,1.60E-05,1.24E-05,1.39E-05,1.50E-05,1.38E-05,1.66E-05,2.09E-05,1.63E-05
Diflunisal,7.70E-06,4.30E-06,3.57E-06,1.26E-05,1.18E-05,9.23E-06,5.49E-06,6.65E-06,9.76E-06,1.60E-06,5.32E-06,6.89E-07,8.19E-07,1.10E-06,1.15E-06,2.53E-06,1.39E-06,1.01E-06
"(3b,16a,20R)-3,16,20,22,25-Pentahydroxy-5-cucurbiten-11-one 3-[rhamnosyl-(1->4)-[glucosyl-(1->6)]-glucoside]",3.01E-05,2.70E-05,2.75E-05,2.88E-05,2.91E-05,3.67E-05,6.02E-05,4.28E-05,2.73E-05,2.67E-05,2.31E-05,2.90E-05,3.48E-05,3.21E-05,2.06E-05,4.01E-05,4.03E-05,3.25E-05
2-Nonenal,3.11E-05,2.84E-05,3.35E-05,3.35E-05,3.19E-05,3.23E-05,3.38E-05,2.88E-05,3.08E-05,2.96E-05,2.48E-05,2.60E-05,2.74E-05,2.89E-05,2.54E-05,3.14E-05,3.25E-05,2.85E-05
"(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin",1.08E-05,9.96E-06,9.25E-06,7.38E-06,6.30E-06,7.69E-06,6.22E-06,6.74E-06,6.40E-06,5.78E-06,6.00E-06,5.99E-06,5.11E-06,6.29E-06,8.13E-06,6.38E-06,5.30E-06,5.16E-06
3-O-trans-Feruloyleuscaphic acid,4.78E-06,3.57E-06,4.61E-06,3.22E-06,1.57E-06,8.64E-07,2.37E-07,0,2.22E-06,4.48E-06,3.10E-06,3.07E-06,6.19E-06,7.08E-06,3.30E-06,6.97E-06,2.46E-06,8.02E-07
Dihomo-linoleate (20:2n6),1.97E-07,1.62E-07,3.57E-07,1.41E-07,4.74E-07,2.48E-07,2.88E-07,2.00E-07,4.34E-07,1.11E-07,0,2.38E-07,1.01E-07,2.91E-07,2.54E-07,6.19E-07,6.82E-07,5.46E-07
Neriantogenin,2.60E-05,1.81E-05,7.40E-06,1.63E-05,4.88E-06,1.77E-05,3.03E-05,2.65E-05,1.99E-05,4.17E-06,6.57E-06,3.47E-06,4.33E-07,2.12E-06,1.24E-05,6.66E-07,0,1.41E-07
Capecitabine,5.96E-07,1.57E-07,2.07E-06,3.20E-06,1.98E-06,2.93E-06,6.02E-07,7.11E-07,0,7.45E-07,2.82E-06,3.94E-06,1.73E-06,4.05E-06,7.80E-07,8.69E-06,5.39E-06,1.14E-06
Tricosanoyl-CoA,3.41E-06,2.84E-06,4.27E-06,0,0,5.71E-07,1.21E-06,0,0,0,0,0,0,0,0,0,0,0
Ophiopogonin C',3.91E-06,4.65E-06,5.15E-06,4.43E-06,4.35E-06,4.33E-06,7.05E-06,3.65E-06,2.72E-06,2.16E-06,3.40E-06,4.48E-06,3.36E-06,4.43E-06,3.25E-06,4.99E-06,2.79E-06,3.01E-06
Bn-NCC-1,5.87E-06,8.95E-06,7.49E-06,4.96E-06,4.90E-06,8.60E-06,1.31E-05,6.59E-06,7.86E-06,3.65E-06,4.82E-06,2.13E-06,1.05E-06,2.15E-06,3.48E-06,2.49E-06,3.79E-06,3.55E-06
Luteolin 7-O-(2-apiosyl-4-glucosyl-6-malonyl)-glucoside,6.71E-05,6.21E-05,6.85E-05,8.25E-05,0.000113738,9.69E-05,7.14E-05,7.75E-05,7.63E-05,8.96E-05,9.29E-05,8.15E-05,6.42E-05,0.00010293,6.74E-05,8.43E-05,7.58E-05,9.26E-05
Kuwanon J,1.94E-06,2.20E-06,1.27E-06,3.61E-06,9.10E-06,9.04E-07,2.21E-07,2.24E-06,2.96E-06,6.59E-06,1.37E-05,1.12E-06,0,2.65E-07,5.83E-07,0,0,3.99E-07
4-Oxoretinol,0.000326045,0.000251729,0.000293482,8.92E-05,9.05E-05,0.000278451,0.000460274,0.000253567,0.000340222,2.96E-05,4.27E-05,3.66E-05,1.64E-05,4.98E-05,6.92E-05,1.39E-05,3.21E-05,5.53E-05
S-(9-deoxy-delta12-PGD2)-glutathione,0.000114883,0.000118239,0.000128187,0.000132259,0.000131467,0.000140384,0.00013217,0.000138212,0.000126097,0.0001418,0.000122254,0.000147568,0.000139821,0.000141237,0.000118989,0.000156223,0.000169433,0.000147488
()-(E)-3-Methyl-4-decen-1-ol,8.74E-05,3.45E-05,5.52E-05,4.11E-05,4.80E-05,4.44E-05,5.09E-05,3.16E-05,3.59E-05,3.55E-05,5.14E-05,3.27E-05,3.85E-05,3.93E-05,4.23E-05,5.78E-05,3.61E-05,4.86E-05
Zalcitabine,2.12E-05,2.19E-05,2.13E-05,2.02E-05,2.67E-05,2.02E-05,2.28E-05,2.13E-05,2.23E-05,9.51E-06,9.19E-06,8.35E-06,7.40E-06,9.24E-06,7.81E-06,9.76E-06,8.64E-06,1.40E-05
Cabbage identification factor 2,1.54E-05,1.31E-05,2.32E-05,1.98E-05,4.39E-05,1.06E-05,1.83E-05,8.03E-06,7.83E-06,9.77E-06,2.31E-05,3.32E-05,9.69E-06,1.23E-05,1.35E-05,2.32E-05,2.14E-05,1.34E-05
Lomustine,7.71E-06,7.08E-06,5.01E-06,6.56E-06,7.84E-06,8.19E-06,5.87E-06,7.31E-06,7.40E-06,5.02E-06,5.68E-06,7.23E-06,4.22E-06,6.25E-06,5.42E-06,6.46E-06,9.10E-06,7.51E-06
"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",9.37E-06,9.13E-06,9.99E-06,7.54E-06,6.63E-06,9.93E-06,1.09E-05,9.12E-06,7.66E-06,8.03E-06,5.34E-06,1.08E-05,1.06E-05,9.49E-06,7.98E-06,8.70E-06,9.19E-06,1.25E-05
Squamocin L,2.85E-07,1.25E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotaustralin,2.45E-07,8.31E-07,1.11E-06,1.28E-07,1.50E-06,1.44E-06,0,1.75E-07,0,9.27E-07,7.47E-07,6.13E-07,0,6.10E-06,0,2.77E-06,9.06E-07,0
Isomorellic acid,2.15E-06,8.79E-07,5.90E-07,4.71E-06,3.51E-06,1.53E-06,5.88E-06,7.01E-07,5.27E-06,1.64E-06,5.58E-07,1.78E-07,9.07E-06,0,0,0,1.52E-06,5.40E-06
Aurantiumal,3.23E-08,1.50E-07,0,1.15E-07,6.26E-07,8.31E-08,0,1.05E-07,1.64E-07,2.63E-07,2.69E-07,8.93E-10,2.61E-07,0,8.80E-10,1.16E-07,1.42E-07,3.11E-07
3-Epidemissidine,7.27E-05,7.91E-05,8.29E-05,7.43E-05,8.02E-05,8.91E-05,7.96E-05,6.37E-05,6.94E-05,6.65E-05,5.97E-05,5.06E-05,6.00E-05,5.87E-05,5.61E-05,7.03E-05,6.64E-05,6.15E-05
Galabiosylceramide (d18:1/9Z-18:1),0.000410916,0.000397329,0.000479134,0.000655559,0.001243247,0.000932368,0.000717228,0.000597163,0.000817314,0.000670981,0.000592152,0.00048001,0.000508318,0.000615569,0.000618308,0.000702622,0.000605245,0.000530418
2-Hydroxyestradiol,1.87E-05,3.27E-06,4.05E-06,3.15E-06,6.30E-06,6.96E-06,6.79E-06,6.60E-06,7.65E-06,5.14E-06,2.46E-06,5.08E-06,4.92E-06,4.65E-06,2.30E-06,7.64E-06,6.90E-06,8.07E-06
Glutaminyl-Glutamate,3.16E-06,2.23E-06,2.98E-06,3.38E-06,2.73E-06,2.95E-06,3.29E-06,2.46E-06,2.38E-06,2.40E-06,2.54E-06,2.44E-06,2.93E-06,2.13E-06,2.44E-06,2.77E-06,3.20E-06,3.00E-06
2-Tetradecylcyclobutanone,3.90E-06,3.08E-06,4.14E-06,3.18E-06,1.33E-06,2.97E-06,1.84E-06,1.67E-06,1.99E-06,6.28E-06,2.10E-06,5.09E-06,5.05E-06,7.32E-06,5.26E-06,5.38E-06,3.51E-06,5.23E-06
Goshonoside F4,1.36E-05,1.94E-05,1.38E-05,2.31E-05,1.66E-05,1.99E-05,2.20E-05,2.10E-05,2.24E-05,1.39E-05,1.54E-05,1.57E-05,1.38E-05,1.46E-05,1.23E-05,1.13E-05,1.34E-05,1.21E-05
Janthitrem B,1.72E-05,1.59E-05,1.96E-05,1.63E-05,1.46E-05,1.75E-05,2.15E-05,1.64E-05,2.07E-05,1.24E-05,1.03E-05,1.26E-05,1.31E-05,8.75E-06,6.96E-06,1.29E-05,1.64E-05,1.33E-05
3'-O-Methyl-(-)-epicatechin-5-O-sulphate,2.88E-05,2.95E-05,2.90E-05,2.31E-05,4.27E-05,3.53E-05,3.48E-05,3.39E-05,3.02E-05,2.22E-05,2.23E-05,1.68E-05,2.35E-05,3.12E-05,1.89E-05,6.10E-05,6.44E-05,4.13E-05
Elatoside G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebaudioside B,1.09E-05,1.03E-05,1.25E-05,9.94E-06,9.29E-06,1.15E-05,1.55E-05,9.37E-06,1.26E-05,9.11E-06,8.03E-06,6.48E-06,7.74E-06,7.19E-06,7.45E-06,6.99E-06,1.08E-05,9.35E-06
Phosphoribosyl pyrophosphate,4.77E-06,1.04E-05,2.36E-06,4.82E-06,1.64E-05,3.47E-07,1.06E-05,0,0,1.76E-06,1.04E-05,0,1.54E-07,8.56E-11,6.02E-06,2.57E-08,1.17E-07,1.11E-06
6-Hydroxymethyletoricoxib,2.37E-05,2.77E-05,2.48E-05,1.77E-05,2.48E-05,2.43E-05,2.70E-05,2.19E-05,2.41E-05,3.52E-05,3.15E-05,3.59E-05,3.10E-05,3.15E-05,3.03E-05,3.01E-05,3.37E-05,4.44E-05
Pivmecillinam,7.07E-05,7.77E-05,7.12E-05,7.30E-05,4.66E-05,5.79E-05,4.66E-05,5.06E-05,3.68E-05,4.23E-05,7.35E-05,5.29E-05,3.40E-05,5.44E-05,5.66E-05,6.75E-05,7.44E-05,5.11E-05
LPA(0:0/16:0),5.13E-05,4.70E-05,4.81E-05,5.06E-05,4.87E-05,4.67E-05,5.13E-05,4.19E-05,5.24E-05,3.72E-05,3.28E-05,2.99E-05,3.76E-05,3.81E-05,2.85E-05,4.02E-05,3.79E-05,3.78E-05
"1,2,4-Tris(methylene)cyclohexane",2.28E-05,2.04E-05,2.02E-05,2.15E-05,2.14E-05,2.57E-05,2.14E-05,2.39E-05,2.17E-05,1.89E-05,1.74E-05,1.99E-05,1.74E-05,1.88E-05,1.94E-05,2.42E-05,2.27E-05,2.03E-05
Gemcitabine,1.08E-05,1.05E-05,1.03E-05,1.13E-05,1.11E-05,1.07E-05,1.11E-05,1.12E-05,1.24E-05,1.13E-05,1.05E-05,1.24E-05,1.02E-05,1.19E-05,1.06E-05,1.26E-05,1.27E-05,1.13E-05
Dihydrocaffeic acid 3-O-glucuronide,2.78E-06,3.95E-06,2.78E-06,2.54E-06,1.44E-06,3.83E-06,3.14E-06,2.46E-06,2.16E-06,9.01E-07,8.66E-07,6.09E-07,8.45E-07,3.56E-07,1.29E-06,6.21E-07,8.79E-07,1.19E-06
Styrene,4.78E-06,4.73E-06,4.86E-06,4.36E-06,4.16E-06,4.94E-06,5.02E-06,4.60E-06,5.49E-06,4.09E-06,4.09E-06,4.42E-06,3.89E-06,4.96E-06,3.94E-06,4.62E-06,4.70E-06,4.40E-06
